score;completeness;rescuebot_action;rescuebot_location;alice1_action;alice1_location;world_nr;tick_nr
6;0.125;;(8, 9);;(23, 11);1;1344
6;0.125;;(8, 9);;(23, 11);1;1345
6;0.125;;(8, 9);;(23, 11);1;1346
6;0.125;;(8, 9);;(23, 11);1;1347
6;0.125;;(8, 9);;(23, 11);1;1348
6;0.125;;(8, 9);;(23, 11);1;1349
6;0.125;;(8, 9);;(23, 11);1;1350
6;0.125;;(8, 9);;(23, 11);1;1351
6;0.125;;(8, 9);;(23, 11);1;1352
6;0.125;;(8, 9);;(23, 11);1;1353
6;0.125;;(8, 9);;(23, 11);1;1354
6;0.125;;(8, 9);;(23, 11);1;1355
6;0.125;;(8, 9);;(23, 11);1;1356
6;0.125;;(8, 9);;(23, 11);1;1357
6;0.125;;(8, 9);;(23, 11);1;1358
6;0.125;;(8, 9);;(23, 11);1;1359
6;0.125;;(8, 9);;(23, 11);1;1360
6;0.125;;(8, 9);;(23, 11);1;1361
6;0.125;;(8, 9);;(23, 11);1;1362
6;0.125;;(8, 9);;(23, 11);1;1363
6;0.125;;(8, 9);;(23, 11);1;1364
6;0.125;;(8, 9);;(23, 11);1;1365
6;0.125;;(8, 9);;(23, 11);1;1366
6;0.125;;(8, 9);;(23, 11);1;1367
6;0.125;;(8, 9);;(23, 11);1;1368
6;0.125;;(8, 9);;(23, 11);1;1369
6;0.125;;(8, 9);;(23, 11);1;1370
6;0.125;;(8, 9);;(23, 11);1;1371
6;0.125;;(8, 9);;(23, 11);1;1372
6;0.125;;(8, 9);;(23, 11);1;1373
6;0.125;;(8, 9);;(23, 11);1;1374
6;0.125;;(8, 9);;(23, 11);1;1375
6;0.125;;(8, 9);;(23, 11);1;1376
6;0.125;;(8, 9);;(23, 11);1;1377
6;0.125;;(8, 9);;(23, 11);1;1378
6;0.125;;(8, 9);;(23, 11);1;1379
6;0.125;;(8, 9);;(23, 11);1;1380
6;0.125;;(8, 9);;(23, 11);1;1381
6;0.125;;(8, 9);;(23, 11);1;1382
6;0.125;;(8, 9);;(23, 11);1;1383
6;0.125;;(8, 9);;(23, 11);1;1384
6;0.125;;(8, 9);;(23, 11);1;1385
6;0.125;;(8, 9);;(23, 11);1;1386
6;0.125;;(8, 9);;(23, 11);1;1387
6;0.125;;(8, 9);;(23, 11);1;1388
6;0.125;;(8, 9);;(23, 11);1;1389
6;0.125;;(8, 9);;(23, 11);1;1390
6;0.125;;(8, 9);;(23, 11);1;1391
6;0.125;;(8, 9);;(23, 11);1;1392
6;0.125;;(8, 9);;(23, 11);1;1393
6;0.125;;(8, 9);;(23, 11);1;1394
6;0.125;;(8, 9);;(23, 11);1;1395
6;0.125;;(8, 9);;(23, 11);1;1396
6;0.125;;(8, 9);;(23, 11);1;1397
6;0.125;;(8, 9);;(23, 11);1;1398
6;0.125;;(8, 9);;(23, 11);1;1399
12;0.25;;(23, 11);DropObjectTogether;(23, 11);1;1400
12;0.25;MoveSouthWest;(23, 11);;(23, 11);1;1401
12;0.25;MoveSouthWest;(23, 11);;(23, 11);1;1402
12;0.25;MoveSouthWest;(23, 11);;(23, 11);1;1403
12;0.25;MoveSouthWest;(23, 11);;(23, 11);1;1404
12;0.25;MoveSouthWest;(23, 11);;(23, 11);1;1405
12;0.25;MoveSouthWest;(23, 11);MoveWest;(22, 11);1;1406
12;0.25;MoveSouthWest;(23, 11);;(22, 11);1;1407
12;0.25;MoveSouthWest;(23, 11);;(22, 11);1;1408
12;0.25;MoveSouthWest;(22, 12);MoveWest;(21, 11);1;1409
12;0.25;MoveSouthWest;(22, 12);;(21, 11);1;1410
12;0.25;MoveSouthWest;(22, 12);MoveNorth;(21, 10);1;1411
12;0.25;MoveSouthWest;(22, 12);;(21, 10);1;1412
12;0.25;MoveSouthWest;(22, 12);MoveWest;(20, 10);1;1413
12;0.25;MoveSouthWest;(22, 12);;(20, 10);1;1414
12;0.25;MoveSouthWest;(22, 12);;(20, 10);1;1415
12;0.25;MoveSouthWest;(22, 12);MoveWest;(19, 10);1;1416
12;0.25;MoveSouthWest;(22, 12);;(19, 10);1;1417
12;0.25;MoveSouthWest;(21, 13);MoveNorth;(19, 9);1;1418
12;0.25;MoveSouthWest;(21, 13);;(19, 9);1;1419
12;0.25;MoveSouthWest;(21, 13);;(19, 9);1;1420
12;0.25;MoveSouthWest;(21, 13);;(19, 9);1;1421
12;0.25;MoveSouthWest;(21, 13);MoveWest;(19, 9);1;1422
12;0.25;MoveSouthWest;(21, 13);MoveWest;(19, 9);1;1423
12;0.25;MoveSouthWest;(21, 13);MoveWest;(19, 9);1;1424
12;0.25;MoveSouthWest;(21, 13);MoveWest;(19, 9);1;1425
12;0.25;MoveSouthWest;(21, 13);MoveWest;(19, 9);1;1426
12;0.25;MoveSouthWest;(20, 14);MoveWest;(18, 9);1;1427
12;0.25;MoveSouthWest;(20, 14);MoveNorth;(18, 9);1;1428
12;0.25;MoveSouthWest;(20, 14);MoveNorth;(18, 9);1;1429
12;0.25;MoveSouthWest;(20, 14);MoveNorth;(18, 9);1;1430
12;0.25;MoveSouthWest;(20, 14);MoveNorth;(18, 9);1;1431
12;0.25;MoveSouthWest;(20, 14);MoveNorth;(18, 9);1;1432
12;0.25;MoveSouthWest;(20, 14);MoveNorth;(18, 8);1;1433
12;0.25;MoveSouthWest;(20, 14);MoveNorth;(18, 7);1;1434
12;0.25;MoveSouthWest;(20, 14);;(18, 7);1;1435
12;0.25;MoveSouthWest;(19, 15);;(18, 7);1;1436
12;0.25;MoveSouthWest;(19, 15);MoveEast;(19, 7);1;1437
12;0.25;MoveSouthWest;(19, 15);;(19, 7);1;1438
12;0.25;MoveSouthWest;(19, 15);MoveEast;(19, 7);1;1439
12;0.25;MoveSouthWest;(19, 15);MoveEast;(19, 7);1;1440
12;0.25;MoveSouthWest;(19, 15);MoveEast;(19, 7);1;1441
12;0.25;MoveSouthWest;(19, 15);MoveEast;(19, 7);1;1442
12;0.25;MoveSouthWest;(19, 15);MoveEast;(19, 7);1;1443
12;0.25;MoveSouthWest;(19, 15);MoveEast;(20, 7);1;1444
12;0.25;MoveSouthWest;(18, 16);MoveEast;(20, 7);1;1445
12;0.25;MoveSouthWest;(18, 16);;(20, 7);1;1446
12;0.25;MoveSouthWest;(18, 16);;(20, 7);1;1447
12;0.25;MoveSouthWest;(18, 16);;(20, 7);1;1448
12;0.25;MoveSouthWest;(18, 16);MoveNorth;(20, 6);1;1449
12;0.25;MoveSouthWest;(18, 16);;(20, 6);1;1450
12;0.25;MoveSouthWest;(18, 16);MoveNorth;(20, 5);1;1451
12;0.25;MoveSouthWest;(18, 16);;(20, 5);1;1452
12;0.25;MoveSouthWest;(18, 16);MoveNorth;(20, 5);1;1453
12;0.25;MoveSouthWest;(18, 16);MoveNorth;(20, 5);1;1454
12;0.25;MoveSouthWest;(18, 16);MoveNorth;(20, 5);1;1455
12;0.25;MoveSouthWest;(18, 16);MoveNorth;(20, 5);1;1456
12;0.25;MoveSouthWest;(18, 16);MoveNorth;(20, 5);1;1457
12;0.25;MoveSouthWest;(18, 16);MoveNorth;(20, 5);1;1458
12;0.25;MoveSouthWest;(17, 17);MoveEast;(20, 5);1;1459
12;0.25;MoveWest;(17, 17);MoveEast;(20, 5);1;1460
12;0.25;MoveWest;(17, 17);MoveEast;(20, 5);1;1461
12;0.25;MoveWest;(17, 17);MoveEast;(20, 5);1;1462
12;0.25;MoveWest;(17, 17);MoveEast;(20, 5);1;1463
12;0.25;MoveWest;(17, 17);MoveEast;(21, 5);1;1464
12;0.25;MoveWest;(17, 17);;(21, 5);1;1465
12;0.25;MoveWest;(17, 17);;(21, 5);1;1466
12;0.25;MoveWest;(17, 17);;(21, 5);1;1467
12;0.25;MoveWest;(17, 17);;(21, 5);1;1468
12;0.25;MoveWest;(17, 17);MoveNorth;(21, 4);1;1469
12;0.25;MoveWest;(17, 17);;(21, 4);1;1470
12;0.25;MoveWest;(17, 17);;(21, 4);1;1471
12;0.25;MoveWest;(17, 17);;(21, 4);1;1472
12;0.25;MoveWest;(16, 17);MoveNorth;(21, 3);1;1473
12;0.25;MoveWest;(16, 17);;(21, 3);1;1474
12;0.25;MoveWest;(16, 17);MoveNorth;(21, 2);1;1475
12;0.25;MoveWest;(16, 17);;(21, 2);1;1476
12;0.25;MoveWest;(16, 17);;(21, 2);1;1477
12;0.25;MoveWest;(16, 17);;(21, 2);1;1478
12;0.25;MoveWest;(16, 17);;(21, 2);1;1479
12;0.25;MoveWest;(16, 17);;(21, 2);1;1480
12;0.25;MoveWest;(16, 17);;(21, 2);1;1481
12;0.25;MoveWest;(16, 17);;(21, 2);1;1482
12;0.25;MoveWest;(16, 17);;(21, 2);1;1483
12;0.25;MoveWest;(16, 17);;(21, 2);1;1484
12;0.25;MoveWest;(16, 17);;(21, 2);1;1485
12;0.25;MoveWest;(16, 17);;(21, 2);1;1486
12;0.25;MoveWest;(15, 17);;(21, 2);1;1487
12;0.25;MoveWest;(15, 17);;(21, 2);1;1488
12;0.25;MoveWest;(15, 17);;(21, 2);1;1489
12;0.25;MoveWest;(15, 17);;(21, 2);1;1490
12;0.25;MoveWest;(15, 17);;(21, 2);1;1491
12;0.25;MoveWest;(15, 17);;(21, 2);1;1492
12;0.25;MoveWest;(15, 17);;(21, 2);1;1493
12;0.25;MoveWest;(15, 17);;(21, 2);1;1494
12;0.25;MoveWest;(15, 17);;(21, 2);1;1495
12;0.25;MoveWest;(14, 17);;(21, 2);1;1496
12;0.25;MoveWest;(14, 17);;(21, 2);1;1497
12;0.25;MoveWest;(14, 17);;(21, 2);1;1498
12;0.25;MoveWest;(14, 17);;(21, 2);1;1499
12;0.25;MoveWest;(14, 17);;(21, 2);1;1500
12;0.25;MoveWest;(14, 17);;(21, 2);1;1501
12;0.25;MoveWest;(14, 17);;(21, 2);1;1502
12;0.25;MoveWest;(14, 17);;(21, 2);1;1503
12;0.25;MoveWest;(14, 17);;(21, 2);1;1504
12;0.25;MoveWest;(14, 17);;(21, 2);1;1505
12;0.25;MoveWest;(14, 17);;(21, 2);1;1506
12;0.25;MoveWest;(14, 17);;(21, 2);1;1507
12;0.25;MoveWest;(14, 17);;(21, 2);1;1508
12;0.25;MoveWest;(14, 17);;(21, 2);1;1509
12;0.25;MoveWest;(13, 17);;(21, 2);1;1510
12;0.25;MoveWest;(13, 17);;(21, 2);1;1511
12;0.25;MoveWest;(13, 17);;(21, 2);1;1512
12;0.25;MoveWest;(13, 17);;(21, 2);1;1513
12;0.25;MoveWest;(13, 17);;(21, 2);1;1514
12;0.25;MoveWest;(13, 17);;(21, 2);1;1515
12;0.25;MoveWest;(13, 17);;(21, 2);1;1516
12;0.25;MoveWest;(13, 17);;(21, 2);1;1517
12;0.25;MoveWest;(13, 17);;(21, 2);1;1518
12;0.25;MoveWest;(12, 17);;(21, 2);1;1519
12;0.25;MoveWest;(12, 17);;(21, 2);1;1520
12;0.25;MoveWest;(12, 17);;(21, 2);1;1521
12;0.25;MoveWest;(12, 17);;(21, 2);1;1522
12;0.25;MoveWest;(12, 17);;(21, 2);1;1523
12;0.25;MoveWest;(12, 17);;(21, 2);1;1524
12;0.25;MoveWest;(12, 17);;(21, 2);1;1525
12;0.25;MoveWest;(12, 17);;(21, 2);1;1526
12;0.25;MoveWest;(12, 17);;(21, 2);1;1527
12;0.25;MoveWest;(11, 17);;(21, 2);1;1528
12;0.25;MoveWest;(11, 17);;(21, 2);1;1529
12;0.25;MoveWest;(11, 17);;(21, 2);1;1530
12;0.25;MoveWest;(11, 17);;(21, 2);1;1531
12;0.25;MoveWest;(11, 17);;(21, 2);1;1532
12;0.25;MoveWest;(11, 17);;(21, 2);1;1533
12;0.25;MoveWest;(11, 17);;(21, 2);1;1534
12;0.25;MoveWest;(11, 17);;(21, 2);1;1535
12;0.25;MoveWest;(11, 17);;(21, 2);1;1536
12;0.25;MoveWest;(10, 17);;(21, 2);1;1537
12;0.25;MoveWest;(10, 17);;(21, 2);1;1538
12;0.25;MoveWest;(10, 17);;(21, 2);1;1539
12;0.25;MoveWest;(10, 17);;(21, 2);1;1540
12;0.25;MoveWest;(10, 17);;(21, 2);1;1541
12;0.25;MoveWest;(10, 17);;(21, 2);1;1542
12;0.25;MoveWest;(10, 17);;(21, 2);1;1543
12;0.25;MoveWest;(10, 17);;(21, 2);1;1544
12;0.25;MoveWest;(10, 17);;(21, 2);1;1545
12;0.25;MoveWest;(9, 17);;(21, 2);1;1546
12;0.25;;(9, 17);;(21, 2);1;1547
12;0.25;;(9, 17);;(21, 2);1;1548
12;0.25;;(9, 17);;(21, 2);1;1549
12;0.25;;(9, 17);;(21, 2);1;1550
12;0.25;;(9, 17);;(21, 2);1;1551
12;0.25;;(9, 17);;(21, 2);1;1552
12;0.25;;(9, 17);;(21, 2);1;1553
12;0.25;;(9, 17);;(21, 2);1;1554
12;0.25;;(9, 17);;(21, 2);1;1555
12;0.25;;(9, 17);;(21, 2);1;1556
12;0.25;;(9, 17);;(21, 2);1;1557
12;0.25;;(9, 17);;(21, 2);1;1558
12;0.25;;(9, 17);;(21, 2);1;1559
12;0.25;;(9, 17);;(21, 2);1;1560
12;0.25;;(9, 17);;(21, 2);1;1561
12;0.25;;(9, 17);;(21, 2);1;1562
12;0.25;;(9, 17);;(21, 2);1;1563
12;0.25;;(9, 17);;(21, 2);1;1564
12;0.25;;(9, 17);;(21, 2);1;1565
12;0.25;;(9, 17);;(21, 2);1;1566
12;0.25;;(9, 17);;(21, 2);1;1567
12;0.25;;(9, 17);;(21, 2);1;1568
12;0.25;;(9, 17);;(21, 2);1;1569
12;0.25;;(9, 17);;(21, 2);1;1570
12;0.25;;(9, 17);;(21, 2);1;1571
12;0.25;;(9, 17);;(21, 2);1;1572
12;0.25;;(9, 17);;(21, 2);1;1573
12;0.25;;(9, 17);;(21, 2);1;1574
12;0.25;;(9, 17);;(21, 2);1;1575
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1576
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1577
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1578
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1579
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1580
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1581
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1582
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1583
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1584
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1585
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1586
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1587
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1588
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1589
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1590
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1591
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1592
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1593
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1594
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1595
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1596
12;0.25;RemoveObject;(9, 17);;(21, 2);1;1597
12;0.25;RemoveObject;(9, 17);MoveSouth;(21, 3);1;1598
12;0.25;RemoveObject;(9, 17);;(21, 3);1;1599
12;0.25;RemoveObject;(9, 17);MoveSouth;(21, 4);1;1600
12;0.25;RemoveObject;(9, 17);MoveSouth;(21, 5);1;1601
12;0.25;RemoveObject;(9, 17);;(21, 5);1;1602
12;0.25;RemoveObject;(9, 17);MoveSouth;(21, 6);1;1603
12;0.25;RemoveObject;(9, 17);;(21, 6);1;1604
12;0.25;RemoveObject;(9, 17);MoveSouth;(21, 6);1;1605
12;0.25;RemoveObject;(9, 17);MoveEast;(22, 6);1;1606
12;0.25;RemoveObject;(9, 17);;(22, 6);1;1607
12;0.25;RemoveObject;(9, 17);;(22, 6);1;1608
12;0.25;RemoveObject;(9, 17);MoveEast;(23, 6);1;1609
12;0.25;RemoveObject;(9, 17);MoveSouth;(23, 7);1;1610
12;0.25;RemoveObject;(9, 17);;(23, 7);1;1611
12;0.25;RemoveObject;(9, 17);MoveSouth;(23, 8);1;1612
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1613
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1614
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1615
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1616
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1617
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1618
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1619
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1620
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1621
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1622
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1623
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1624
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1625
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1626
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1627
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1628
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1629
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1630
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1631
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1632
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1633
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1634
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1635
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1636
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1637
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1638
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1639
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1640
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1641
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1642
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1643
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1644
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1645
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1646
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1647
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1648
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1649
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1650
12;0.25;RemoveObject;(9, 17);;(23, 8);1;1651
12;0.25;RemoveObject;(9, 17);MoveWest;(22, 8);1;1652
12;0.25;RemoveObject;(9, 17);;(22, 8);1;1653
12;0.25;RemoveObject;(9, 17);;(22, 8);1;1654
12;0.25;RemoveObject;(9, 17);MoveSouth;(22, 9);1;1655
12;0.25;RemoveObject;(9, 17);;(22, 9);1;1656
12;0.25;RemoveObject;(9, 17);MoveSouth;(22, 10);1;1657
12;0.25;RemoveObject;(9, 17);;(22, 10);1;1658
12;0.25;RemoveObject;(9, 17);MoveSouth;(22, 11);1;1659
12;0.25;RemoveObject;(9, 17);MoveSouth;(22, 12);1;1660
12;0.25;RemoveObject;(9, 17);;(22, 12);1;1661
12;0.25;RemoveObject;(9, 17);MoveWest;(21, 12);1;1662
12;0.25;RemoveObject;(9, 17);MoveSouth;(21, 13);1;1663
12;0.25;RemoveObject;(9, 17);;(21, 13);1;1664
12;0.25;RemoveObject;(9, 17);MoveWest;(20, 13);1;1665
12;0.25;RemoveObject;(9, 17);MoveSouth;(20, 14);1;1666
12;0.25;RemoveObject;(9, 17);MoveWest;(19, 14);1;1667
12;0.25;RemoveObject;(9, 17);MoveSouth;(19, 15);1;1668
12;0.25;RemoveObject;(9, 17);MoveWest;(18, 15);1;1669
12;0.25;RemoveObject;(9, 17);MoveSouth;(18, 15);1;1670
12;0.25;RemoveObject;(9, 17);MoveSouth;(18, 15);1;1671
12;0.25;RemoveObject;(9, 17);MoveSouth;(18, 15);1;1672
12;0.25;RemoveObject;(9, 17);MoveSouth;(18, 15);1;1673
12;0.25;RemoveObject;(9, 17);MoveSouth;(18, 15);1;1674
12;0.25;RemoveObject;(9, 17);MoveSouth;(18, 16);1;1675
12;0.25;RemoveObject;(9, 17);MoveSouth;(18, 16);1;1676
12;0.25;MoveNorth;(9, 17);MoveSouth;(18, 16);1;1677
12;0.25;MoveNorth;(9, 17);MoveSouth;(18, 16);1;1678
12;0.25;MoveNorth;(9, 17);MoveSouth;(18, 16);1;1679
12;0.25;MoveNorth;(9, 17);MoveSouth;(18, 16);1;1680
12;0.25;MoveNorth;(9, 17);MoveSouth;(18, 17);1;1681
12;0.25;MoveNorth;(9, 17);MoveSouth;(18, 17);1;1682
12;0.25;MoveNorth;(9, 17);MoveSouth;(18, 17);1;1683
12;0.25;MoveNorth;(9, 17);MoveSouth;(18, 17);1;1684
12;0.25;MoveNorth;(9, 16);MoveSouth;(18, 17);1;1685
12;0.25;MoveNorthWest;(9, 16);MoveSouth;(18, 17);1;1686
12;0.25;MoveNorthWest;(9, 16);MoveSouth;(18, 18);1;1687
12;0.25;MoveNorthWest;(9, 16);MoveWest;(17, 18);1;1688
12;0.25;MoveNorthWest;(9, 16);;(17, 18);1;1689
12;0.25;MoveNorthWest;(9, 16);MoveWest;(16, 18);1;1690
12;0.25;MoveNorthWest;(9, 16);MoveWest;(15, 18);1;1691
12;0.25;MoveNorthWest;(9, 16);;(15, 18);1;1692
12;0.25;MoveNorthWest;(9, 16);MoveWest;(14, 18);1;1693
12;0.25;MoveNorthWest;(8, 15);;(14, 18);1;1694
12;0.25;MoveNorth;(8, 15);MoveWest;(14, 18);1;1695
12;0.25;MoveNorth;(8, 15);MoveWest;(14, 18);1;1696
12;0.25;MoveNorth;(8, 15);MoveWest;(14, 18);1;1697
12;0.25;MoveNorth;(8, 15);MoveWest;(14, 18);1;1698
12;0.25;MoveNorth;(8, 15);MoveWest;(14, 18);1;1699
12;0.25;MoveNorth;(8, 15);MoveWest;(13, 18);1;1700
12;0.25;MoveNorth;(8, 15);MoveNorth;(13, 18);1;1701
12;0.25;MoveNorth;(8, 15);MoveNorth;(13, 18);1;1702
12;0.25;MoveNorth;(8, 14);MoveNorth;(13, 18);1;1703
12;0.25;MoveSouthEast;(8, 14);MoveNorth;(13, 18);1;1704
12;0.25;MoveSouthEast;(8, 14);MoveNorth;(13, 18);1;1705
12;0.25;MoveSouthEast;(8, 14);MoveNorth;(13, 17);1;1706
12;0.25;MoveSouthEast;(8, 14);MoveWest;(12, 17);1;1707
12;0.25;MoveSouthEast;(8, 14);;(12, 17);1;1708
12;0.25;MoveSouthEast;(8, 14);;(12, 17);1;1709
12;0.25;MoveSouthEast;(8, 14);;(12, 17);1;1710
12;0.25;MoveSouthEast;(8, 14);;(12, 17);1;1711
12;0.25;MoveSouthEast;(9, 15);MoveWest;(11, 17);1;1712
12;0.25;MoveNorthEast;(9, 15);;(11, 17);1;1713
12;0.25;MoveNorthEast;(9, 15);MoveWest;(10, 17);1;1714
12;0.25;MoveNorthEast;(9, 15);MoveWest;(9, 17);1;1715
12;0.25;MoveNorthEast;(9, 15);;(9, 17);1;1716
12;0.25;MoveNorthEast;(9, 15);;(9, 17);1;1717
12;0.25;MoveNorthEast;(9, 15);;(9, 17);1;1718
12;0.25;MoveNorthEast;(9, 15);;(9, 17);1;1719
12;0.25;MoveNorthEast;(9, 15);;(9, 17);1;1720
12;0.25;MoveNorthEast;(10, 14);;(9, 17);1;1721
12;0.25;;(10, 14);;(9, 17);1;1722
12;0.25;;(10, 14);;(9, 17);1;1723
12;0.25;;(10, 14);;(9, 17);1;1724
12;0.25;;(10, 14);;(9, 17);1;1725
12;0.25;;(10, 14);;(9, 17);1;1726
12;0.25;;(10, 14);;(9, 17);1;1727
12;0.25;;(10, 14);;(9, 17);1;1728
12;0.25;;(10, 14);;(9, 17);1;1729
12;0.25;;(10, 14);;(9, 17);1;1730
12;0.25;;(10, 14);;(9, 17);1;1731
12;0.25;Idle;(10, 14);;(9, 17);1;1732
12;0.25;Idle;(10, 14);;(9, 17);1;1733
12;0.25;Idle;(10, 14);;(9, 17);1;1734
12;0.25;Idle;(10, 14);MoveNorth;(9, 16);1;1735
12;0.25;Idle;(10, 14);;(9, 16);1;1736
12;0.25;Idle;(10, 14);;(9, 16);1;1737
12;0.25;Idle;(10, 14);;(9, 16);1;1738
12;0.25;Idle;(10, 14);MoveNorth;(9, 15);1;1739
12;0.25;Idle;(10, 14);;(9, 15);1;1740
12;0.25;Idle;(10, 14);MoveEast;(10, 15);1;1741
12;0.25;Idle;(10, 14);;(10, 15);1;1742
12;0.25;Idle;(10, 14);;(10, 15);1;1743
12;0.25;Idle;(10, 14);;(10, 15);1;1744
12;0.25;Idle;(10, 14);;(10, 15);1;1745
12;0.25;Idle;(10, 14);;(10, 15);1;1746
12;0.25;Idle;(10, 14);;(10, 15);1;1747
12;0.25;Idle;(10, 14);;(10, 15);1;1748
12;0.25;Idle;(10, 14);;(10, 15);1;1749
12;0.25;Idle;(10, 14);;(10, 15);1;1750
12;0.25;Idle;(10, 14);;(10, 15);1;1751
12;0.25;Idle;(10, 14);;(10, 15);1;1752
12;0.25;Idle;(10, 14);;(10, 15);1;1753
12;0.25;Idle;(10, 14);;(10, 15);1;1754
12;0.25;Idle;(10, 14);;(10, 15);1;1755
12;0.25;Idle;(10, 14);;(10, 15);1;1756
12;0.25;Idle;(10, 14);;(10, 15);1;1757
12;0.25;MoveSouth;(10, 14);;(10, 15);1;1758
12;0.25;MoveSouth;(10, 14);;(10, 15);1;1759
12;0.25;MoveSouth;(10, 14);;(10, 15);1;1760
12;0.25;MoveSouth;(10, 14);;(10, 15);1;1761
12;0.25;MoveSouth;(10, 14);;(10, 15);1;1762
12;0.25;MoveSouth;(10, 14);;(10, 15);1;1763
12;0.25;MoveSouth;(10, 14);;(10, 15);1;1764
12;0.25;MoveSouth;(10, 14);;(10, 15);1;1765
12;0.25;MoveSouth;(10, 15);;(10, 15);1;1766
12;0.25;;(10, 15);;(10, 15);1;1767
12;0.25;;(10, 15);;(10, 15);1;1768
12;0.25;;(10, 15);;(10, 15);1;1769
12;0.25;;(10, 15);;(10, 15);1;1770
12;0.25;;(10, 15);;(10, 15);1;1771
12;0.25;;(10, 15);;(10, 15);1;1772
12;0.25;;(10, 15);;(10, 15);1;1773
12;0.25;;(10, 15);;(10, 15);1;1774
12;0.25;;(10, 15);CarryObjectTogether;(10, 15);1;1775
12;0.25;;(10, 15);;(10, 15);1;1776
12;0.25;;(10, 15);;(10, 15);1;1777
12;0.25;;(10, 15);MoveWest;(9, 15);1;1778
12;0.25;;(10, 15);;(9, 15);1;1779
12;0.25;;(10, 15);MoveSouth;(9, 16);1;1780
12;0.25;;(10, 15);MoveSouth;(9, 17);1;1781
12;0.25;;(10, 15);;(9, 17);1;1782
12;0.25;;(10, 15);MoveSouth;(9, 18);1;1783
12;0.25;;(10, 15);MoveSouth;(9, 18);1;1784
12;0.25;;(10, 15);;(9, 18);1;1785
12;0.25;;(10, 15);MoveEast;(10, 18);1;1786
12;0.25;;(10, 15);;(10, 18);1;1787
12;0.25;;(10, 15);;(10, 18);1;1788
12;0.25;;(10, 15);;(10, 18);1;1789
12;0.25;;(10, 15);MoveEast;(10, 18);1;1790
12;0.25;;(10, 15);MoveEast;(10, 18);1;1791
12;0.25;;(10, 15);MoveEast;(10, 18);1;1792
12;0.25;;(10, 15);MoveEast;(10, 18);1;1793
12;0.25;;(10, 15);MoveEast;(10, 18);1;1794
12;0.25;;(10, 15);MoveEast;(11, 18);1;1795
