score;completeness;rescuebot_action;rescuebot_location;alice_action;alice_location;world_nr;tick_nr
6;0.125;MoveSouth;(9, 6);;(8, 9);1;1201
6;0.125;MoveSouth;(9, 6);;(8, 9);1;1202
6;0.125;MoveSouth;(9, 6);;(8, 9);1;1203
6;0.125;MoveSouth;(9, 6);;(8, 9);1;1204
6;0.125;MoveSouth;(9, 7);;(8, 9);1;1205
6;0.125;MoveSouthWest;(9, 7);;(8, 9);1;1206
6;0.125;MoveSouthWest;(9, 7);;(8, 9);1;1207
6;0.125;MoveSouthWest;(9, 7);;(8, 9);1;1208
6;0.125;MoveSouthWest;(9, 7);;(8, 9);1;1209
6;0.125;MoveSouthWest;(9, 7);;(8, 9);1;1210
6;0.125;MoveSouthWest;(9, 7);;(8, 9);1;1211
6;0.125;MoveSouthWest;(9, 7);;(8, 9);1;1212
6;0.125;MoveSouthWest;(9, 7);;(8, 9);1;1213
6;0.125;MoveSouthWest;(8, 8);;(8, 9);1;1214
6;0.125;MoveSouthEast;(8, 8);;(8, 9);1;1215
6;0.125;MoveSouthEast;(8, 8);;(8, 9);1;1216
6;0.125;MoveSouthEast;(8, 8);;(8, 9);1;1217
6;0.125;MoveSouthEast;(8, 8);;(8, 9);1;1218
6;0.125;MoveSouthEast;(8, 8);;(8, 9);1;1219
6;0.125;MoveSouthEast;(8, 8);;(8, 9);1;1220
6;0.125;MoveSouthEast;(8, 8);;(8, 9);1;1221
6;0.125;MoveSouthEast;(8, 8);;(8, 9);1;1222
6;0.125;MoveSouthEast;(9, 9);;(8, 9);1;1223
6;0.125;Idle;(9, 9);;(8, 9);1;1224
6;0.125;Idle;(9, 9);;(8, 9);1;1225
6;0.125;Idle;(9, 9);;(8, 9);1;1226
6;0.125;Idle;(9, 9);;(8, 9);1;1227
6;0.125;Idle;(9, 9);;(8, 9);1;1228
6;0.125;Idle;(9, 9);;(8, 9);1;1229
6;0.125;Idle;(9, 9);;(8, 9);1;1230
6;0.125;Idle;(9, 9);;(8, 9);1;1231
6;0.125;Idle;(9, 9);;(8, 9);1;1232
6;0.125;Idle;(9, 9);;(8, 9);1;1233
6;0.125;Idle;(9, 9);;(8, 9);1;1234
6;0.125;Idle;(9, 9);;(8, 9);1;1235
6;0.125;Idle;(9, 9);;(8, 9);1;1236
6;0.125;Idle;(9, 9);;(8, 9);1;1237
6;0.125;Idle;(9, 9);;(8, 9);1;1238
6;0.125;Idle;(9, 9);;(8, 9);1;1239
6;0.125;Idle;(9, 9);;(8, 9);1;1240
6;0.125;Idle;(9, 9);;(8, 9);1;1241
6;0.125;Idle;(9, 9);;(8, 9);1;1242
6;0.125;Idle;(9, 9);;(8, 9);1;1243
6;0.125;Idle;(9, 9);;(8, 9);1;1244
6;0.125;Idle;(9, 9);;(8, 9);1;1245
6;0.125;Idle;(9, 9);;(8, 9);1;1246
6;0.125;Idle;(9, 9);;(8, 9);1;1247
6;0.125;Idle;(9, 9);;(8, 9);1;1248
6;0.125;Idle;(9, 9);;(8, 9);1;1249
6;0.125;MoveWest;(9, 9);;(8, 9);1;1250
6;0.125;MoveWest;(9, 9);;(8, 9);1;1251
6;0.125;MoveWest;(9, 9);;(8, 9);1;1252
6;0.125;MoveWest;(9, 9);;(8, 9);1;1253
6;0.125;MoveWest;(9, 9);;(8, 9);1;1254
6;0.125;MoveWest;(9, 9);;(8, 9);1;1255
6;0.125;MoveWest;(9, 9);;(8, 9);1;1256
6;0.125;MoveWest;(9, 9);;(8, 9);1;1257
6;0.125;MoveWest;(8, 9);;(8, 9);1;1258
6;0.125;;(8, 9);;(8, 9);1;1259
6;0.125;;(8, 9);;(8, 9);1;1260
6;0.125;;(8, 9);;(8, 9);1;1261
6;0.125;;(8, 9);;(8, 9);1;1262
6;0.125;;(8, 9);;(8, 9);1;1263
6;0.125;;(8, 9);;(8, 9);1;1264
6;0.125;;(8, 9);;(8, 9);1;1265
6;0.125;;(8, 9);;(8, 9);1;1266
6;0.125;;(8, 9);;(8, 9);1;1267
6;0.125;;(8, 9);;(8, 9);1;1268
6;0.125;;(8, 9);;(8, 9);1;1269
6;0.125;;(8, 9);;(8, 9);1;1270
6;0.125;;(8, 9);;(8, 9);1;1271
6;0.125;;(8, 9);;(8, 9);1;1272
6;0.125;;(8, 9);CarryObjectTogether;(8, 9);1;1273
6;0.125;;(8, 9);;(8, 9);1;1274
6;0.125;;(8, 9);;(8, 9);1;1275
6;0.125;;(8, 9);;(8, 9);1;1276
6;0.125;;(8, 9);;(8, 9);1;1277
6;0.125;;(8, 9);;(8, 9);1;1278
6;0.125;;(8, 9);;(8, 9);1;1279
6;0.125;;(8, 9);MoveEast;(9, 9);1;1280
6;0.125;;(8, 9);;(9, 9);1;1281
6;0.125;;(8, 9);MoveNorth;(9, 8);1;1282
6;0.125;;(8, 9);;(9, 8);1;1283
6;0.125;;(8, 9);;(9, 8);1;1284
6;0.125;;(8, 9);MoveNorth;(9, 7);1;1285
6;0.125;;(8, 9);;(9, 7);1;1286
6;0.125;;(8, 9);MoveNorth;(9, 6);1;1287
6;0.125;;(8, 9);;(9, 6);1;1288
6;0.125;;(8, 9);;(9, 6);1;1289
6;0.125;;(8, 9);;(9, 6);1;1290
6;0.125;;(8, 9);;(9, 6);1;1291
6;0.125;;(8, 9);MoveEast;(10, 6);1;1292
6;0.125;;(8, 9);;(10, 6);1;1293
6;0.125;;(8, 9);MoveEast;(10, 6);1;1294
6;0.125;;(8, 9);MoveEast;(10, 6);1;1295
6;0.125;;(8, 9);MoveEast;(10, 6);1;1296
6;0.125;;(8, 9);MoveEast;(10, 6);1;1297
6;0.125;;(8, 9);MoveEast;(10, 6);1;1298
6;0.125;;(8, 9);MoveEast;(11, 6);1;1299
6;0.125;;(8, 9);MoveEast;(11, 6);1;1300
6;0.125;;(8, 9);MoveEast;(11, 6);1;1301
6;0.125;;(8, 9);MoveEast;(11, 6);1;1302
6;0.125;;(8, 9);MoveEast;(11, 6);1;1303
6;0.125;;(8, 9);MoveEast;(11, 6);1;1304
6;0.125;;(8, 9);MoveEast;(12, 6);1;1305
6;0.125;;(8, 9);MoveEast;(12, 6);1;1306
6;0.125;;(8, 9);MoveEast;(12, 6);1;1307
6;0.125;;(8, 9);MoveEast;(12, 6);1;1308
6;0.125;;(8, 9);MoveEast;(12, 6);1;1309
6;0.125;;(8, 9);MoveEast;(12, 6);1;1310
6;0.125;;(8, 9);MoveEast;(13, 6);1;1311
6;0.125;;(8, 9);MoveNorth;(13, 5);1;1312
6;0.125;;(8, 9);;(13, 5);1;1313
6;0.125;;(8, 9);;(13, 5);1;1314
6;0.125;;(8, 9);MoveEast;(14, 5);1;1315
6;0.125;;(8, 9);;(14, 5);1;1316
6;0.125;;(8, 9);MoveEast;(15, 5);1;1317
6;0.125;;(8, 9);;(15, 5);1;1318
6;0.125;;(8, 9);;(15, 5);1;1319
6;0.125;;(8, 9);MoveEast;(16, 5);1;1320
6;0.125;;(8, 9);MoveSouth;(16, 6);1;1321
6;0.125;;(8, 9);;(16, 6);1;1322
6;0.125;;(8, 9);MoveEast;(17, 6);1;1323
6;0.125;;(8, 9);;(17, 6);1;1324
6;0.125;;(8, 9);MoveEast;(18, 6);1;1325
6;0.125;;(8, 9);;(18, 6);1;1326
6;0.125;;(8, 9);MoveEast;(19, 6);1;1327
6;0.125;;(8, 9);MoveEast;(19, 6);1;1328
6;0.125;;(8, 9);MoveEast;(19, 6);1;1329
6;0.125;;(8, 9);MoveEast;(19, 6);1;1330
6;0.125;;(8, 9);MoveEast;(19, 6);1;1331
6;0.125;;(8, 9);MoveEast;(19, 6);1;1332
6;0.125;;(8, 9);MoveEast;(20, 6);1;1333
6;0.125;;(8, 9);MoveEast;(21, 6);1;1334
6;0.125;;(8, 9);;(21, 6);1;1335
6;0.125;;(8, 9);;(21, 6);1;1336
6;0.125;;(8, 9);MoveSouth;(21, 6);1;1337
6;0.125;;(8, 9);;(21, 6);1;1338
6;0.125;;(8, 9);MoveSouth;(21, 6);1;1339
6;0.125;;(8, 9);;(21, 6);1;1340
6;0.125;;(8, 9);MoveSouth;(21, 6);1;1341
6;0.125;;(8, 9);;(21, 6);1;1342
6;0.125;;(8, 9);;(21, 6);1;1343
6;0.125;;(8, 9);MoveEast;(22, 6);1;1344
6;0.125;;(8, 9);;(22, 6);1;1345
6;0.125;;(8, 9);MoveSouth;(22, 7);1;1346
6;0.125;;(8, 9);;(22, 7);1;1347
6;0.125;;(8, 9);MoveSouth;(22, 8);1;1348
6;0.125;;(8, 9);;(22, 8);1;1349
6;0.125;;(8, 9);MoveSouth;(22, 9);1;1350
6;0.125;;(8, 9);MoveSouth;(22, 10);1;1351
6;0.125;;(8, 9);;(22, 10);1;1352
6;0.125;;(8, 9);;(22, 10);1;1353
6;0.125;;(8, 9);;(22, 10);1;1354
6;0.125;;(8, 9);MoveSouth;(22, 11);1;1355
6;0.125;;(8, 9);;(22, 11);1;1356
6;0.125;;(8, 9);;(22, 11);1;1357
6;0.125;;(8, 9);MoveEast;(23, 11);1;1358
6;0.125;;(8, 9);;(23, 11);1;1359
6;0.125;;(8, 9);;(23, 11);1;1360
6;0.125;;(8, 9);;(23, 11);1;1361
6;0.125;;(8, 9);;(23, 11);1;1362
6;0.125;;(8, 9);;(23, 11);1;1363
6;0.125;;(8, 9);;(23, 11);1;1364
6;0.125;;(8, 9);;(23, 11);1;1365
6;0.125;;(8, 9);;(23, 11);1;1366
6;0.125;;(8, 9);;(23, 11);1;1367
6;0.125;;(8, 9);;(23, 11);1;1368
6;0.125;;(8, 9);;(23, 11);1;1369
6;0.125;;(8, 9);;(23, 11);1;1370
6;0.125;;(8, 9);;(23, 11);1;1371
6;0.125;;(8, 9);;(23, 11);1;1372
6;0.125;;(8, 9);;(23, 11);1;1373
6;0.125;;(8, 9);;(23, 11);1;1374
6;0.125;;(8, 9);;(23, 11);1;1375
6;0.125;;(8, 9);;(23, 11);1;1376
12;0.25;;(23, 11);DropObjectTogether;(23, 11);1;1377
12;0.25;MoveSouthWest;(23, 11);;(23, 11);1;1378
12;0.25;MoveSouthWest;(23, 11);;(23, 11);1;1379
12;0.25;MoveSouthWest;(23, 11);;(23, 11);1;1380
12;0.25;MoveSouthWest;(23, 11);;(23, 11);1;1381
12;0.25;MoveSouthWest;(23, 11);;(23, 11);1;1382
12;0.25;MoveSouthWest;(23, 11);MoveWest;(22, 11);1;1383
12;0.25;MoveSouthWest;(23, 11);;(22, 11);1;1384
12;0.25;MoveSouthWest;(23, 11);MoveWest;(21, 11);1;1385
12;0.25;MoveSouthWest;(22, 12);;(21, 11);1;1386
12;0.25;MoveSouthWest;(22, 12);MoveNorth;(21, 10);1;1387
12;0.25;MoveSouthWest;(22, 12);;(21, 10);1;1388
12;0.25;MoveSouthWest;(22, 12);MoveNorth;(21, 9);1;1389
12;0.25;MoveSouthWest;(22, 12);;(21, 9);1;1390
12;0.25;MoveSouthWest;(22, 12);MoveNorth;(21, 8);1;1391
12;0.25;MoveSouthWest;(22, 12);MoveWest;(20, 8);1;1392
12;0.25;MoveSouthWest;(22, 12);;(20, 8);1;1393
12;0.25;MoveSouthWest;(22, 12);MoveWest;(19, 8);1;1394
12;0.25;MoveSouthWest;(21, 13);;(19, 8);1;1395
12;0.25;MoveSouthWest;(21, 13);MoveWest;(19, 8);1;1396
12;0.25;MoveSouthWest;(21, 13);MoveWest;(19, 8);1;1397
12;0.25;MoveSouthWest;(21, 13);MoveWest;(19, 8);1;1398
12;0.25;MoveSouthWest;(21, 13);MoveWest;(19, 8);1;1399
12;0.25;MoveSouthWest;(21, 13);MoveWest;(19, 8);1;1400
12;0.25;MoveSouthWest;(21, 13);MoveWest;(18, 8);1;1401
12;0.25;MoveSouthWest;(21, 13);MoveWest;(18, 8);1;1402
12;0.25;MoveSouthWest;(21, 13);;(18, 8);1;1403
12;0.25;MoveSouthWest;(20, 14);;(18, 8);1;1404
12;0.25;MoveSouthWest;(20, 14);MoveWest;(18, 8);1;1405
12;0.25;MoveSouthWest;(20, 14);;(18, 8);1;1406
12;0.25;MoveSouthWest;(20, 14);;(18, 8);1;1407
12;0.25;MoveSouthWest;(20, 14);;(18, 8);1;1408
12;0.25;MoveSouthWest;(20, 14);MoveNorth;(18, 7);1;1409
12;0.25;MoveSouthWest;(20, 14);;(18, 7);1;1410
12;0.25;MoveSouthWest;(20, 14);MoveNorth;(18, 6);1;1411
12;0.25;MoveSouthWest;(20, 14);;(18, 6);1;1412
12;0.25;MoveSouthWest;(19, 15);MoveWest;(17, 6);1;1413
12;0.25;MoveSouthWest;(19, 15);;(17, 6);1;1414
12;0.25;MoveSouthWest;(19, 15);;(17, 6);1;1415
12;0.25;MoveSouthWest;(19, 15);MoveWest;(16, 6);1;1416
12;0.25;MoveSouthWest;(19, 15);;(16, 6);1;1417
12;0.25;MoveSouthWest;(19, 15);MoveWest;(15, 6);1;1418
12;0.25;MoveSouthWest;(19, 15);;(15, 6);1;1419
12;0.25;MoveSouthWest;(19, 15);;(15, 6);1;1420
12;0.25;MoveSouthWest;(19, 15);;(15, 6);1;1421
12;0.25;MoveSouthWest;(18, 16);;(15, 6);1;1422
12;0.25;MoveSouthWest;(18, 16);;(15, 6);1;1423
12;0.25;MoveSouthWest;(18, 16);;(15, 6);1;1424
12;0.25;MoveSouthWest;(18, 16);;(15, 6);1;1425
12;0.25;MoveSouthWest;(18, 16);;(15, 6);1;1426
12;0.25;MoveSouthWest;(18, 16);;(15, 6);1;1427
12;0.25;MoveSouthWest;(18, 16);;(15, 6);1;1428
12;0.25;MoveSouthWest;(18, 16);;(15, 6);1;1429
12;0.25;MoveSouthWest;(18, 16);;(15, 6);1;1430
12;0.25;MoveSouthWest;(18, 16);;(15, 6);1;1431
12;0.25;MoveSouthWest;(18, 16);;(15, 6);1;1432
12;0.25;MoveSouthWest;(18, 16);;(15, 6);1;1433
12;0.25;MoveSouthWest;(18, 16);;(15, 6);1;1434
12;0.25;MoveSouthWest;(18, 16);;(15, 6);1;1435
12;0.25;MoveSouthWest;(17, 17);;(15, 6);1;1436
12;0.25;MoveWest;(17, 17);;(15, 6);1;1437
12;0.25;MoveWest;(17, 17);;(15, 6);1;1438
12;0.25;MoveWest;(17, 17);;(15, 6);1;1439
12;0.25;MoveWest;(17, 17);;(15, 6);1;1440
12;0.25;MoveWest;(17, 17);;(15, 6);1;1441
12;0.25;MoveWest;(17, 17);;(15, 6);1;1442
12;0.25;MoveWest;(17, 17);;(15, 6);1;1443
12;0.25;MoveWest;(17, 17);;(15, 6);1;1444
12;0.25;MoveWest;(17, 17);;(15, 6);1;1445
12;0.25;MoveWest;(17, 17);;(15, 6);1;1446
12;0.25;MoveWest;(17, 17);;(15, 6);1;1447
12;0.25;MoveWest;(17, 17);;(15, 6);1;1448
12;0.25;MoveWest;(17, 17);;(15, 6);1;1449
12;0.25;MoveWest;(16, 17);;(15, 6);1;1450
12;0.25;MoveEast;(16, 17);;(15, 6);1;1451
12;0.25;MoveEast;(16, 17);;(15, 6);1;1452
12;0.25;MoveEast;(16, 17);;(15, 6);1;1453
12;0.25;MoveEast;(16, 17);;(15, 6);1;1454
12;0.25;MoveEast;(16, 17);;(15, 6);1;1455
12;0.25;MoveEast;(16, 17);;(15, 6);1;1456
12;0.25;MoveEast;(16, 17);;(15, 6);1;1457
12;0.25;MoveEast;(16, 17);;(15, 6);1;1458
12;0.25;MoveEast;(16, 17);;(15, 6);1;1459
12;0.25;MoveEast;(16, 17);;(15, 6);1;1460
12;0.25;MoveEast;(16, 17);;(15, 6);1;1461
12;0.25;MoveEast;(16, 17);;(15, 6);1;1462
12;0.25;MoveEast;(16, 17);;(15, 6);1;1463
12;0.25;MoveEast;(17, 17);;(15, 6);1;1464
12;0.25;MoveNorthEast;(17, 17);;(15, 6);1;1465
12;0.25;MoveNorthEast;(17, 17);;(15, 6);1;1466
12;0.25;MoveNorthEast;(17, 17);;(15, 6);1;1467
12;0.25;MoveNorthEast;(17, 17);;(15, 6);1;1468
12;0.25;MoveNorthEast;(17, 17);;(15, 6);1;1469
12;0.25;MoveNorthEast;(17, 17);;(15, 6);1;1470
12;0.25;MoveNorthEast;(17, 17);;(15, 6);1;1471
12;0.25;MoveNorthEast;(17, 17);;(15, 6);1;1472
12;0.25;MoveNorthEast;(17, 17);;(15, 6);1;1473
12;0.25;MoveNorthEast;(17, 17);;(15, 6);1;1474
12;0.25;MoveNorthEast;(17, 17);;(15, 6);1;1475
12;0.25;MoveNorthEast;(17, 17);;(15, 6);1;1476
12;0.25;MoveNorthEast;(17, 17);;(15, 6);1;1477
12;0.25;MoveNorthEast;(18, 16);;(15, 6);1;1478
12;0.25;MoveNorth;(18, 16);;(15, 6);1;1479
12;0.25;MoveNorth;(18, 16);;(15, 6);1;1480
12;0.25;MoveNorth;(18, 16);;(15, 6);1;1481
12;0.25;MoveNorth;(18, 16);;(15, 6);1;1482
12;0.25;MoveNorth;(18, 16);;(15, 6);1;1483
12;0.25;MoveNorth;(18, 16);;(15, 6);1;1484
12;0.25;MoveNorth;(18, 16);;(15, 6);1;1485
12;0.25;MoveNorth;(18, 16);;(15, 6);1;1486
12;0.25;MoveNorth;(18, 16);;(15, 6);1;1487
12;0.25;MoveNorth;(18, 16);;(15, 6);1;1488
12;0.25;MoveNorth;(18, 16);;(15, 6);1;1489
12;0.25;MoveNorth;(18, 16);;(15, 6);1;1490
12;0.25;MoveNorth;(18, 16);;(15, 6);1;1491
12;0.25;MoveNorth;(18, 15);;(15, 6);1;1492
12;0.25;MoveNorth;(18, 15);;(15, 6);1;1493
12;0.25;MoveNorth;(18, 15);;(15, 6);1;1494
12;0.25;MoveNorth;(18, 15);;(15, 6);1;1495
12;0.25;MoveNorth;(18, 15);;(15, 6);1;1496
12;0.25;MoveNorth;(18, 15);;(15, 6);1;1497
12;0.25;MoveNorth;(18, 15);;(15, 6);1;1498
12;0.25;MoveNorth;(18, 15);;(15, 6);1;1499
12;0.25;MoveNorth;(18, 15);;(15, 6);1;1500
12;0.25;MoveNorth;(18, 15);;(15, 6);1;1501
12;0.25;MoveNorth;(18, 15);;(15, 6);1;1502
12;0.25;MoveNorth;(18, 15);;(15, 6);1;1503
12;0.25;MoveNorth;(18, 15);;(15, 6);1;1504
12;0.25;MoveNorth;(18, 15);;(15, 6);1;1505
12;0.25;MoveNorth;(18, 14);;(15, 6);1;1506
12;0.25;MoveNorth;(18, 14);;(15, 6);1;1507
12;0.25;MoveNorth;(18, 14);;(15, 6);1;1508
12;0.25;MoveNorth;(18, 14);;(15, 6);1;1509
12;0.25;MoveNorth;(18, 14);;(15, 6);1;1510
12;0.25;MoveNorth;(18, 14);;(15, 6);1;1511
12;0.25;MoveNorth;(18, 14);;(15, 6);1;1512
12;0.25;MoveNorth;(18, 14);;(15, 6);1;1513
12;0.25;MoveNorth;(18, 14);;(15, 6);1;1514
12;0.25;MoveNorth;(18, 14);;(15, 6);1;1515
12;0.25;MoveNorth;(18, 14);;(15, 6);1;1516
12;0.25;MoveNorth;(18, 14);;(15, 6);1;1517
12;0.25;MoveNorth;(18, 14);;(15, 6);1;1518
12;0.25;MoveNorth;(18, 14);;(15, 6);1;1519
12;0.25;MoveNorth;(18, 13);;(15, 6);1;1520
12;0.25;MoveNorth;(18, 13);;(15, 6);1;1521
12;0.25;MoveNorth;(18, 13);;(15, 6);1;1522
12;0.25;MoveNorth;(18, 13);;(15, 6);1;1523
12;0.25;MoveNorth;(18, 13);;(15, 6);1;1524
12;0.25;MoveNorth;(18, 13);;(15, 6);1;1525
12;0.25;MoveNorth;(18, 13);;(15, 6);1;1526
12;0.25;MoveNorth;(18, 13);;(15, 6);1;1527
12;0.25;MoveNorth;(18, 13);;(15, 6);1;1528
12;0.25;MoveNorth;(18, 13);;(15, 6);1;1529
12;0.25;MoveNorth;(18, 13);;(15, 6);1;1530
12;0.25;MoveNorth;(18, 13);;(15, 6);1;1531
12;0.25;MoveNorth;(18, 13);;(15, 6);1;1532
12;0.25;MoveNorth;(18, 13);;(15, 6);1;1533
12;0.25;MoveNorth;(18, 12);;(15, 6);1;1534
12;0.25;MoveNorth;(18, 12);;(15, 6);1;1535
12;0.25;MoveNorth;(18, 12);;(15, 6);1;1536
12;0.25;MoveNorth;(18, 12);;(15, 6);1;1537
12;0.25;MoveNorth;(18, 12);;(15, 6);1;1538
12;0.25;MoveNorth;(18, 12);;(15, 6);1;1539
12;0.25;MoveNorth;(18, 12);;(15, 6);1;1540
12;0.25;MoveNorth;(18, 12);;(15, 6);1;1541
12;0.25;MoveNorth;(18, 12);;(15, 6);1;1542
12;0.25;MoveNorth;(18, 12);;(15, 6);1;1543
12;0.25;MoveNorth;(18, 12);;(15, 6);1;1544
12;0.25;MoveNorth;(18, 12);;(15, 6);1;1545
12;0.25;MoveNorth;(18, 12);;(15, 6);1;1546
12;0.25;MoveNorth;(18, 12);;(15, 6);1;1547
12;0.25;MoveNorth;(18, 11);;(15, 6);1;1548
12;0.25;MoveNorth;(18, 11);;(15, 6);1;1549
12;0.25;MoveNorth;(18, 11);;(15, 6);1;1550
12;0.25;MoveNorth;(18, 11);;(15, 6);1;1551
12;0.25;MoveNorth;(18, 11);;(15, 6);1;1552
12;0.25;MoveNorth;(18, 11);;(15, 6);1;1553
12;0.25;MoveNorth;(18, 11);;(15, 6);1;1554
12;0.25;MoveNorth;(18, 11);;(15, 6);1;1555
12;0.25;MoveNorth;(18, 11);;(15, 6);1;1556
12;0.25;MoveNorth;(18, 11);;(15, 6);1;1557
12;0.25;MoveNorth;(18, 11);;(15, 6);1;1558
12;0.25;MoveNorth;(18, 11);;(15, 6);1;1559
12;0.25;MoveNorth;(18, 11);;(15, 6);1;1560
12;0.25;MoveNorth;(18, 11);;(15, 6);1;1561
12;0.25;MoveNorth;(18, 10);;(15, 6);1;1562
12;0.25;MoveNorth;(18, 10);;(15, 6);1;1563
12;0.25;MoveNorth;(18, 10);;(15, 6);1;1564
12;0.25;MoveNorth;(18, 10);;(15, 6);1;1565
12;0.25;MoveNorth;(18, 10);;(15, 6);1;1566
12;0.25;MoveNorth;(18, 10);;(15, 6);1;1567
12;0.25;MoveNorth;(18, 10);;(15, 6);1;1568
12;0.25;MoveNorth;(18, 10);;(15, 6);1;1569
12;0.25;MoveNorth;(18, 10);;(15, 6);1;1570
12;0.25;MoveNorth;(18, 10);;(15, 6);1;1571
12;0.25;MoveNorth;(18, 10);;(15, 6);1;1572
12;0.25;MoveNorth;(18, 10);;(15, 6);1;1573
12;0.25;MoveNorth;(18, 10);;(15, 6);1;1574
12;0.25;MoveNorth;(18, 10);;(15, 6);1;1575
12;0.25;MoveNorth;(18, 9);;(15, 6);1;1576
12;0.25;MoveNorth;(18, 9);;(15, 6);1;1577
12;0.25;MoveNorth;(18, 9);;(15, 6);1;1578
12;0.25;MoveNorth;(18, 9);;(15, 6);1;1579
12;0.25;MoveNorth;(18, 9);;(15, 6);1;1580
12;0.25;MoveNorth;(18, 9);;(15, 6);1;1581
12;0.25;MoveNorth;(18, 9);;(15, 6);1;1582
12;0.25;MoveNorth;(18, 9);;(15, 6);1;1583
12;0.25;MoveNorth;(18, 9);;(15, 6);1;1584
12;0.25;MoveNorth;(18, 9);;(15, 6);1;1585
12;0.25;MoveNorth;(18, 9);;(15, 6);1;1586
12;0.25;MoveNorth;(18, 9);;(15, 6);1;1587
12;0.25;MoveNorth;(18, 9);;(15, 6);1;1588
12;0.25;MoveNorth;(18, 9);;(15, 6);1;1589
12;0.25;MoveNorth;(18, 8);;(15, 6);1;1590
12;0.25;MoveNorth;(18, 8);;(15, 6);1;1591
12;0.25;MoveNorth;(18, 8);;(15, 6);1;1592
12;0.25;MoveNorth;(18, 8);;(15, 6);1;1593
12;0.25;MoveNorth;(18, 8);;(15, 6);1;1594
12;0.25;MoveNorth;(18, 8);;(15, 6);1;1595
12;0.25;MoveNorth;(18, 8);;(15, 6);1;1596
12;0.25;MoveNorth;(18, 8);;(15, 6);1;1597
12;0.25;MoveNorth;(18, 8);;(15, 6);1;1598
12;0.25;MoveNorth;(18, 7);;(15, 6);1;1599
12;0.25;MoveNorthWest;(18, 7);;(15, 6);1;1600
12;0.25;MoveNorthWest;(18, 7);;(15, 6);1;1601
12;0.25;MoveNorthWest;(18, 7);;(15, 6);1;1602
12;0.25;MoveNorthWest;(18, 7);;(15, 6);1;1603
12;0.25;MoveNorthWest;(18, 7);;(15, 6);1;1604
12;0.25;MoveNorthWest;(18, 7);;(15, 6);1;1605
12;0.25;MoveNorthWest;(18, 7);;(15, 6);1;1606
12;0.25;MoveNorthWest;(18, 7);;(15, 6);1;1607
12;0.25;MoveNorthWest;(17, 6);;(15, 6);1;1608
12;0.25;MoveWest;(17, 6);;(15, 6);1;1609
12;0.25;MoveWest;(17, 6);;(15, 6);1;1610
12;0.25;MoveWest;(17, 6);;(15, 6);1;1611
12;0.25;MoveWest;(17, 6);;(15, 6);1;1612
12;0.25;MoveWest;(17, 6);;(15, 6);1;1613
12;0.25;MoveWest;(17, 6);;(15, 6);1;1614
12;0.25;MoveWest;(17, 6);;(15, 6);1;1615
12;0.25;MoveWest;(17, 6);;(15, 6);1;1616
12;0.25;MoveWest;(16, 6);;(15, 6);1;1617
12;0.25;MoveWest;(16, 6);;(15, 6);1;1618
12;0.25;MoveWest;(16, 6);;(15, 6);1;1619
12;0.25;MoveWest;(16, 6);;(15, 6);1;1620
12;0.25;MoveWest;(16, 6);;(15, 6);1;1621
12;0.25;MoveWest;(16, 6);;(15, 6);1;1622
12;0.25;MoveWest;(16, 6);;(15, 6);1;1623
12;0.25;MoveWest;(16, 6);;(15, 6);1;1624
12;0.25;MoveWest;(16, 6);;(15, 6);1;1625
12;0.25;MoveWest;(15, 6);;(15, 6);1;1626
12;0.25;RemoveObject;(15, 6);;(15, 6);1;1627
12;0.25;RemoveObject;(15, 6);;(15, 6);1;1628
12;0.25;RemoveObject;(15, 6);;(15, 6);1;1629
12;0.25;RemoveObject;(15, 6);;(15, 6);1;1630
12;0.25;RemoveObject;(15, 6);;(15, 6);1;1631
12;0.25;RemoveObject;(15, 6);;(15, 6);1;1632
12;0.25;RemoveObject;(15, 6);;(15, 6);1;1633
12;0.25;RemoveObject;(15, 6);;(15, 6);1;1634
12;0.25;RemoveObject;(15, 6);;(15, 6);1;1635
12;0.25;RemoveObject;(15, 6);;(15, 6);1;1636
12;0.25;RemoveObject;(15, 6);;(15, 6);1;1637
12;0.25;RemoveObject;(15, 6);;(15, 6);1;1638
12;0.25;RemoveObject;(15, 6);;(15, 6);1;1639
12;0.25;RemoveObject;(15, 6);;(15, 6);1;1640
12;0.25;RemoveObject;(15, 6);MoveNorth;(15, 5);1;1641
12;0.25;RemoveObject;(15, 6);;(15, 5);1;1642
12;0.25;RemoveObject;(15, 6);;(15, 5);1;1643
12;0.25;RemoveObject;(15, 6);;(15, 5);1;1644
12;0.25;RemoveObject;(15, 6);;(15, 5);1;1645
12;0.25;RemoveObject;(15, 6);;(15, 5);1;1646
12;0.25;RemoveObject;(15, 6);;(15, 5);1;1647
12;0.25;RemoveObject;(15, 6);;(15, 5);1;1648
12;0.25;RemoveObject;(15, 6);;(15, 5);1;1649
12;0.25;RemoveObject;(15, 6);;(15, 5);1;1650
12;0.25;RemoveObject;(15, 6);;(15, 5);1;1651
12;0.25;RemoveObject;(15, 6);;(15, 5);1;1652
12;0.25;RemoveObject;(15, 6);;(15, 5);1;1653
12;0.25;RemoveObject;(15, 6);;(15, 5);1;1654
12;0.25;RemoveObject;(15, 6);;(15, 5);1;1655
12;0.25;RemoveObject;(15, 6);;(15, 5);1;1656
12;0.25;RemoveObject;(15, 6);;(15, 5);1;1657
12;0.25;RemoveObject;(15, 6);;(15, 5);1;1658
